﻿등급,회원사,홈페이지,지역,사업장도로명주소,주요업종(국민연금 신고),고용현황(국민연금 가입자),매출액(억원),매출연도,주요제품,부설연구소,출처,비고
정회원,대영특수강,http://www.dae-young.net,대구 북구,대구광역시 북구 검단로,1차 금속제품 도매업,6,,,"특수강·비철금속, 펌프카 부품(추정)",불명,국민연금('26.5) ｜ [조사] 홈페이지(dae-young.net) 접속불가. 비고 '동명 2법인' — 온라인 재무정보(잡코리아 등)는 충북 음성군 제조법인 건이라 대구 북구 1차 금속제품 도매법인과 불일치하여 매출 비공개 처리,확인요(동명 2법인) ｜ 동명 2법인 디스앰비규에이션 실패(대구 vs 음성). 저신뢰
정회원,유한회사 대한중공업,http://www.daehan-at.com,대전 유성구,대전광역시 유성구 테크노2로,건설 및 채광용 기계장비 제조업,33,188,2025,굴삭기용 어태치먼트(돌집게·나무집게 등 집게류),불명,"국민연금('26.5) ｜ [조사] 잡코리아(jobkorea.co.kr/recruit/co_read/c/daehan8866) 매출 188.6억(2025.12.31), 직원 40명. 홈페이지 daehan-at.com은 self-signed 인증서로 접속불가","대전 유성 테크노2로 소재, 1997년 설립 어태치먼트 제조사로 일치"
정회원,대흥전기,http://www.yangsugi21.co.kr,경북 울진군,경상북도 울진군 울진읍 고성1길,응용 소프트웨어 개발 및 공급업,4,,,엔진양수기·펌프(차량엔진 결합형 양수기),불명,"국민연금('26.5) ｜ [조사] 한국경제 기사(hankyung.com/news/article/2014061886161) — 엔진양수기 24개국 특허. 홈페이지(yangsugi21.co.kr) 접속불가, catch/nicebizinfo에서 매출 미확인","소기업(직원 4명), 비상장 매출 비공개"
정회원,브이비엠,http://www.vnbm.co.kr,,,,,,,"철근 케이지 자동화 제작기기, 댐·교량 특수 건설장비, 몰드시스템",불명,"[조사] 여기여 제품홍보관(blog.yeogie.com/vnbm) 사업분야. 홈페이지(vnbm.co.kr) 접속거부, 국민연금 미매칭으로 직원·매출 미확인","국민연금 미매칭 ｜ 서울 구로 소재. 국민연금 미매칭 소기업, 공개 매출 없음"
정회원,동서콘트롤,http://www.dscontrol.co.kr,전북 전주시,전북특별자치도 전주시 덕진구 구렛들1길,전자코일  변성기 및 기타 전자 유도자 제조업,47,107,2024,산업차량·건설기계용 전장부품(전자 조이스틱·DC/DC컨버터 등),불명,국민연금('26.5) ｜ [조사] 잡코리아(jobkorea.co.kr/recruit/co_read/c/dscontrol) 매출 107억·영업이익 2억·직원 52명. 두산인프라코어 건설기계 전장품 납품. 홈페이지 dscontrol.co.kr,"1975년 설립, 전주 덕진구로 일치"
정회원,동양기계공업,http://www.dongyangmc.co.kr,인천 남동구,인천광역시 남동구 능허대로595번길,건설 및 채광용 기계장비 제조업,28,174,2025,"건설장비·중장비 부품(두산인프라코어 협력사), 산업기계",불명,국민연금('26.5) ｜ [조사] 잡코리아(jobkorea.co.kr/recruit/co_read/c/d04420) 매출 174.2억(2025.12.31)·직원 80명. 사람인 기업정보. 홈페이지 dongyangmc.co.kr,인천 남동공단 소재로 일치
정회원,디와이,http://www.dy.co.kr,인천 남동구,인천광역시 남동구 남동서로362번길,그 외 자동차용 신품 부품 제조업,89,11917,2023,"DC모터·유압실린더·카고크레인·콘크리트펌프트럭·자동세차기 등 (사업지주회사, 유압기기·특장차)",유,"국민연금('26.5) ｜ [조사] 홈페이지(dy.co.kr) 메뉴에 R&D소개·실험실·측정실·시험장비 존재; 매출은 KRX 상장 디와이(주) A013570 2023년 연결기준 약 1조1,917억 (fnguide/사람인). 비고: 89명은 지주 본사 인원, 매출은 그룹 연결 수치","확인요(동명 6법인,상호 짧음) ｜ 동명 6법인 — 인천 남동구 주소·자동차부품/유압 업종으로 KRX 상장 디와이(주) A013570(사업지주회사)로 매칭. 매출은 연결 그룹 규모이므로 단독 회사 규모와 차이 가능"
정회원,동양중공업,http://www.dyhi.co.kr,대전 유성구,대전광역시 유성구 테크노1로,건설 및 채광용 기계장비 제조업,11,34,2023,굴착기용 어태치먼트 — 유압브레이커·그래플·크러셔·아스팔트커터·연장붐,불명,"국민연금('26.5) ｜ [조사] 제품: komachine.com 동양중공업 페이지; 매출 약 33~34억(catch.co.kr M292205, saramin). 홈페이지(dyhi.co.kr) SSL 접속불가, 연구소 명시 없음",확인요(동명 2법인) ｜ 동명 2법인 — 대전 유성구 건설기계 어태치먼트 제조사로 매칭
정회원,동우기계,http://www.dwdth.com,경기 화성시,경기도 화성시 만세구 서신면 전곡산단10길,건설 및 채광용 기계장비 제조업,7,95,2021,건설기계 부품·금속절삭(가공)기계 제조,불명,"국민연금('26.5) ｜ [조사] 매출 94.5억(2021, 잡코리아 company/44038694); 홈페이지(dwdth.com) 인증서 만료로 접속불가, 연구소 확인 불가. 2021년 이후 공개 매출 미확인",화성 서신면 전곡산단으로 매칭. 최신 매출은 2021년 기준이 마지막 공개치
정회원,동일고무벨트,http://www.drb-industrial.com,부산 금정구,부산광역시 금정구 공단동로55번길,해당없음,479,3577,2023,러버트랙·러버패드(굴착기·콤바인용)·전동벨트·컨베어벨트·면진제진시스템,유,"국민연금('26.5) ｜ [조사] 홈페이지(drb-industrial.com) R&D소개·R&D연혁 메뉴 존재; 매출 3,577억·영업이익 136억(2023, 한국경제 2024-03-25 기사, KRX A163560)",
정회원,동일금속,http://www.dongilmetal.co.kr,경북 영천시,경상북도 영천시 금호읍 금호로,금속 문  창  셔터 및 관련제품 제조업,48,714,2024,크롤러크레인 트랙슈 어셈블리·아이들러·텀블러·초대형 굴착기 특수주강슈 등 건설기계 합금주강품,불명,"국민연금('26.5) ｜ [조사] 매출 713.6억(2024, 잡코리아 company/1817799; 2023년 1,091억, 2022년 1,101억); KRX 상장 A109860. 홈페이지/공개자료상 부설연구소 명시 미확인","영천 금호읍, 크롤러크레인 부품 세계 1위(2018년 점유율 54%). 상장 제조사로 R&D 보유 추정되나 홈페이지 표기 미확인으로 불명"
정회원,동현기공,,경기 김포시,경기도 김포시 대곶면 대곶북로,기타 물품 취급장비 제조업,10,,,기타 물품 취급장비(운반·하역장비 등) 제조 (국민연금 업종 기준),불명,"국민연금('26.5) ｜ [조사] 홈페이지 없음(CSV 공란), catch·잡코리아·검색에서 김포 대곶면 동현기공의 공개 매출·제품 미확인. 비상장 소기업(국민연금 가입 10명)으로 공개 매출 없음",확인요(동명 2법인) ｜ 동명 2법인 — 김포 대곶면 외 식별정보 부족으로 확정 매칭·매출 확인 불가
정회원,두원공조,http://www.dwdcc.com,충남 아산시,충청남도 아산시 음봉면 연암율금로,그 외 자동차용 신품 부품 제조업,547,15463,2023,"자동차 공조시스템(에어컨/히터), HVAC 모듈, 전동 컴프레서 등 차량용 공조 부품",유,"국민연금('26.5) ｜ [조사] WebSearch(나무위키/캐치 catch.co.kr/Comp/CompSummary/452165) — 2023년 매출 약 1조5,463억원; 기흥연구소 등 기술연구소 보유. 현대·기아차 공조부품 주공급사",확인요(동명 2법인) ｜ CSV '동명 2법인' 플래그. 충남 아산 본사·고용 547명·자동차용 신품 부품 제조업으로 자동차 공조 전문기업 두원공조와 매칭. 단 1조5천억대는 연결/그룹 기준일 수 있어 개별법인 수치는 다를 수 있음(저신뢰 가능)
정회원,두윈코,http://www.dowinco.com,,,,,,,"유압브레이커(해머), 굴착기 어태치먼트, 언더캐리지 부품 (Dowin International Corp.)",불명,"[조사] 홈페이지 dowinco.com (Dowin International Corp.) — 유압식 철거장비·브레이커 제조/수출. 공개 매출 미확인(국민연금 미매칭, 비상장 소기업)","국민연금 미매칭 ｜ 홈페이지명은 'Dowin International Corp'. 인증서 오류로 회사소개 직접확인 불가, 연구소 표기 확인 못함 → 불명"
정회원,디마인드테크,http://www.d-mind.co.kr,,,,,,,"마이컴 기반 임베디드 제어장치(경관조명·터널등 제어), 태양광 추적 제어기·접속반, 낙뢰보호기, IoT 제어",불명,"[조사] 홈페이지 d-mind.co.kr (D-MIND Technology) — 임베디드 H/W·S/W 전문, 충남 천안 소재. 공개 매출 미확인(국민연금 미매칭, 비상장 소기업). 홈페이지 인증서 만료로 연구소 메뉴 직접확인 불가",국민연금 미매칭 ｜ 전통적 건설기계가 아닌 임베디드·제어시스템 업체. 연구소 표기 미확인 → 불명
정회원,디앤에이중공업,http://www.dnabreaker.com,서울 금천구,서울특별시 금천구 가산디지털1로,건설 및 채광용 기계장비 제조업,41,260,2025,"유압브레이커, 콘크리트파쇄기, 크라샤/브레이커 죠(소모품), 스키드로더·백호로더 등 건설장비",불명,"국민연금('26.5) ｜ [조사] 사람인 saramin.co.kr — 매출액 260억7,791만원, 직원 42명(국민연금, CSV 41명과 일치). 서울 금천구 가산동 소재, 건설장비 제조·무역",홈페이지 dnabreaker.com DNS 접속불가로 연구소 표기 미확인 → 불명. 매출 조회기간 2026.05 기준 최신연도 추정 2025
정회원,디앤에이치아이,http://dnhi.kr,충북 진천군,충청북도 진천군 이월면 산수산단2로,금속 절삭기계 제조업,5,20,2023,"전유압식 유압브레이커(DNB 시리즈, 16종) — 굴착기 장착 파쇄용 어태치먼트",불명,"국민연금('26.5) ｜ [조사] 잡코리아 jobkorea.co.kr/recruit/co_read/c/dnhi0040 — 매출 2023년 20.1억/2024년 17.1억/2023년 13.3억(2025). 충북 진천 산수산단, 직원 5명(CSV 5명 일치). 유압브레이커 수출(30여국)",최근(2025) 매출 약 13억으로 감소세. 가장 정상연도인 2023년 20억 채택. 홈페이지 dnhi.kr 연구소 표기 미확인 → 불명
정회원,명산중공업,http://www.myungsan.com,,,,,,,굴착기용 어태치먼트(유압브레이커 등) 등 건설중장비 부품,불명,"[조사] 홈페이지 myungsan.com (구형 플래시 사이트, DNS/접속 불가). 공개 매출 미확인(국민연금 미매칭, 비상장). 동명 유사기업(명성중공업·명신산업 등) 다수로 식별 주의",국민연금 미매칭 ｜ 홈페이지 접속불가·동명 기업 다수로 정확한 제품/매출/연구소 확인 못함. 제품은 협회 업종(건설기계 어태치먼트)에 근거한 추정 → 저신뢰
정회원,명성,http://www.mscpsp.com,경기 수원시,경기도 수원시 권선구 산업로92번길,그 외 자동차용 신품 부품 제조업,89,937,2024,자동차용 신품 부품(스마트키 등 전자부품) 제조,불명,"국민연금('26.5) ｜ [조사] 사람인 (saramin.co.kr) 매출 937억3,567만원; 국민연금 90명. 자동차부품/스마트키 제조사로 건설기계와는 직접 관련 낮음. 홈페이지 mscpsp.com 미확인으로 연구소 불명.","확인요(동명 13법인,상호 짧음) ｜ 동명 13법인·상호 짧음. 업종(자동차용 신품부품 제조)이 국민연금 데이터와 일치해 매칭은 정합적이나 건설기계 회원사로서는 성격이 모호. 매출 937억은 90명 대비 다소 큼 — 재확인 권장."
정회원,밀리언,http://www.millionmachinery.com,경기 고양시,경기도 고양시 덕양구 꽃마을로,전시  컨벤션 및 행사 대행업,4,,,불명(국민연금 매칭 법인은 전시·컨벤션·행사 대행/인력공급업),불명,"국민연금('26.5) ｜ [조사] 잡코리아(jobkorea c/hiwlgh): 2023.9 설립, 전시·컨벤션·행사대행·인력공급, 직원 0명, 매출 미공개. 홈페이지 millionmachinery.com 접속불가(ENOTFOUND).",확인요(상호 짧음) ｜ 동명 의심. 국민연금 매칭 법인(전시·컨벤션 대행)은 건설기계 제조사가 아니며 홈페이지도 폐쇄 — 회원사 실체와 불일치 가능성 높음. 매출 확인 불가.
정회원,바이오삼삼,http://www.biosamsam.com,,,,,,,"건설중장비·펠릿보일러 수입판매, 중장비·자동차 재활용, 건설장비 렌탈",불명,"[조사] 웹검색(삼삼그룹 계열, 경남 사천시 축동면): 일본·이탈리아·터키·스페인산 건설장비·펠릿보일러 수입판매 및 중장비 재활용·렌탈. 홈페이지 biosamsam.com 접속불가(ENOTFOUND), 국민연금 미매칭으로 매출·연구소 미확인.",국민연금 미매칭 ｜ 국민연금 미매칭(고용·매출 데이터 없음). 제조보다 수입·렌탈·재활용 중심 업체로 추정.
정회원,부광비씨티,http://www.bksnet.kr,경기 시흥시,경기도 시흥시 경제로,산업용 그 외 비경화 고무제품 제조업,5,70,2023,유압브레이커용 합성화학(우레탄) 부품·전용 패킹/씰 제조,불명,"국민연금('26.5) ｜ [조사] 웹검색(사람인/잡코리아): 자회사 BKS 매출 약 70억·30명, 2013년 세계최초 유압브레이커 전용 패킹 상용화, 90여개국 딜러망. 홈페이지 bksnet.kr 인증서 오류로 직접 확인 불가 — 연구소 표기 불명.","부광비씨티(1986 창업)와 자회사 ㈜비케이에스(BKS, 2014설립, 시흥) 구조. 매출 70억은 BKS 기준치. 건설기계 어태치먼트(유압브레이커) 부품으로 적합."
정회원,부마씨이,http://www.bumace.com,경남 김해시,경상남도 김해시 진례면 테크노밸리1로,건설 및 채광용 기계장비 제조업,28,117,2024,"대구경 기초토목 굴착장비(RCD Rig, 케이싱 로테이터/오실레이터) 및 부속(해머·그랩·치젤) 제조",유,"국민연금('26.5) ｜ [조사] 잡코리아(jobkorea c/bumace): 매출 2024년 116.8억(2025년 49.6억, 2023년 47.3억), 직원 39명, 기업부설연구소(한국산업기술진흥협회 제20082055호, 2008~) 운영. 코머신: ATC(우수기술연구센터) 2015 지정.",기업부설연구소 명시(유). 기초토목건설장비 전문기업.
정회원,비에이치아이,http://www.bhice.com,경남 함안군,경상남도 함안군 군북면 장백로,내연기관 제조업,597,4049,2024,"발전용 기자재 — HRSG(배열회수보일러), 산업용 보일러, 복수기 등(코스닥 083650)",불명,"국민연금('26.5) ｜ [조사] 웹검색(threads/fnguide): 2024년 연결 매출 4,049억(영업이익 235억), HRSG 글로벌 1위. 코스닥 상장사(083650). 홈페이지 bhice.com 자가서명 인증서 오류·bhi.co.kr 403으로 연구소 표기 직접 확인 불가.","업종은 내연기관/발전기자재로 건설기계 완성차·부품과는 성격 차이. 연결 매출 기준 4,049억."
정회원,빅센유압,http://www.bixen.co.kr,,,,,,,유압펌프·유압모터·유압밸브·조이스틱밸브·HST 등 유압부품,불명,"[조사] 홈페이지(bixen.co.kr) DNS 미접속, 국민연금 미매칭. 제품정보는 산업포털·검색결과 기반. 공개 매출 없음(비상장 소기업)",국민연금 미매칭 ｜ 홈페이지 접속 불가로 연구소 확인 불가
정회원,삼영엔지니어링,http://www.knknpk.com,경북 포항시,경상북도 포항시 남구 연일읍 형산강남로418번길,금속 문  창  셔터 및 관련제품 제조업,8,,,금속 문·창·셔터 및 관련제품 제조,불명,국민연금('26.5) ｜ [조사] 주요업종(국민연금)·bizno 소재지(포항 연일읍 형산강남로418번길) 기반. 홈페이지 knknpk.com DNS 미접속. catch/saramin의 '삼영엔지니어링'은 부산 공기조화 동명 타법인이라 매출 미적용,확인요(동명 2법인) ｜ 동명 2법인 — 포항 셔터 제조사의 공개 매출 미확인
정회원,삼정건설기계,http://www.samjung-kenki.co.kr,경기 오산시,경기도 오산시 경기대로636번길,기타 산업용 기계 및 장비 도매업,50,390,2024,코벨코 굴착기·케이스 트랙터/스키드로더·미카사 소형건설기계 판매(건설기계 도매·딜러),불명,"국민연금('26.5) ｜ [조사] catch.co.kr(477662, 2024.12 매출 390억), jobkorea/incruit·remicon114 기사로 코벨코 한국대리점 확인. 딜러업종으로 부설연구소 언급 없음",장비 도매(딜러)라 연구소 비해당 가능성 높으나 홈페이지 인증서 만료로 미확정
정회원,삼정산업,,경북 포항시,경상북도 포항시 북구 청하면 용산길,그 외 자동차용 신품 부품 제조업,17,203,2025,자동차부품·Steel Pallet 제조(수출 비중 높음),불명,"국민연금('26.5) ｜ [조사] 잡코리아/사람인·인크루트(삼정산업, 포항 북구 청하면 용산길 187, 대표 이희만, 2025 매출 203.4억). CSV 소재지(청하면 용산길)와 일치",확인요(동명 4법인) ｜ 동명 4법인 중 포항 청하 용산길 법인으로 주소 매칭
정회원,성주엠아이,http://www.sungjumi.com,인천 남동구,인천광역시 남동구 남동대로,그 외 자동차용 신품 부품 제조업,73,181,2025,"철도차량(전동차 외판·골조)·지게차·굴삭기 차체 부품, 중대형 제관·철구조물·금형·레이저가공",유,"국민연금('26.5) ｜ [조사] 사람인 기업정보(성주엠아이, 인천 남동구 남동대로340, 매출 181.5억; 2012.4 부설 기술연구소 설립 명시). 소재지·업종 CSV와 일치",
정회원,성진산업사,,부산 강서구,부산광역시 강서구 가달2로,그 외 자동차용 신품 부품 제조업,34,,,자동차 차체용 신품 부품·프레스 가공품 제조,불명,"국민연금('26.5) ｜ [조사] 주요업종(국민연금) 기반. bizno 성진산업사는 부산 강서 지사동(박성욱,62명), saramin은 대구 인쇄업 등 동명 타법인이라 CSV(강서구 가달2로,34명)와 정확 매칭되는 공개 매출 미확인",부산 강서구 내 동명 다수 — 가달2로 34명 법인의 공개 매출 없음
정회원,세광하이테크,http://www.skh-hydraulics.com,대구 북구,대구광역시 북구 검단북로,주철관 제조업,47,164,2024,"유압 관 이음쇠·피팅, 배관부자재(건설기계·농기계·유압장비용)",불명,국민연금('26.5) ｜ [조사] 사람인/잡코리아 2024년 매출 163.7억(2023 172.7억). 홈페이지(skh-hydraulics.com)에 기술정보(공정·시험·측정장비) 메뉴는 있으나 부설연구소 명칭 미확인,확인요(동명 3법인) ｜ CSV 비고 동명 3법인 — 대구 북구 유압피팅 제조사로 매칭
정회원,센텍,http://www.isentec.co.kr,경기 안산시,경기도 안산시 단원구 해안로,산업용 그 외 비경화 고무제품 제조업,153,540,2024,"유압 고압고무호스, 산업용호스, 유압 피팅·어댑터, 고무컴파운드(CMB/FMB)",불명,"국민연금('26.5) ｜ [조사] 잡코리아 2024년 매출 539.7억(2025 573.1억, 2023 533.8억). 홈페이지(isentec.co.kr) 부설연구소 명칭 미확인","확인요(동명 4법인,상호 짧음) ｜ 안산 단원구 비경화 고무제품 제조사로 매칭(동명 4법인)"
정회원,(주)수성샐바시온,http://www.soosung.com,,,,,,,"전동지게차, 고소작업대, 핸드팔레트트럭, 스태커 등 물류·운반기계",불명,"[조사] 코스닥 상장사(084180), 2023.12 사명 변경 '수성웹툰'으로 본업 피벗. 단일 최근연도 연결매출 신뢰 수치 확정 불가(523억 추정치는 타사 혼재 가능). DART 확인 필요",국민연금 미매칭 ｜ CSV 국민연금 미매칭. 사명변경·사업피벗으로 최근 매출 저신뢰 — 공란 처리
정회원,스타우프코리아(유),http://www.stauff.co.kr,부산 강서구,부산광역시 강서구 화전산단5로,유압 기기 제조업,25,174,2024,"유압기기·유압배관 부품/모듈(건설장비·제철·공작기계·조선해양용), 독일 STAUFF 합작법인",불명,"국민연금('26.5) ｜ [조사] 잡코리아 2024년 매출 173.6억(2025 138억, 2023 141.9억). 홈페이지 stauff.co.kr 접속불가, 부설연구소 미확인",부산 강서구 유압기기 제조사로 매칭
정회원,스페코,http://www.speco.co.kr,충북 음성군,충청북도 음성군 소이면 소이로,건설 및 채광용 기계장비 제조업,39,272,2024,"아스팔트플랜트, 콘크리트배처플랜트 등 건설기계, 선박 평형수설비, 풍력타워",불명,"국민연금('26.5) ｜ [조사] 코스닥 상장사(013810), FnGuide 2024년 매출 271.9억. 홈페이지(speco.co.kr) 인증서 오류로 부설연구소 직접 미확인","확인요(동명 2법인,상호 짧음) ｜ 음성군 건설·채광용 기계장비 제조사로 매칭(동명 2법인)"
정회원,신진정밀,http://www.sjpsu.com,광주 광산구,광주광역시 광산구 하남산단10번로,내연기관 제조업,79,67,2018,"지게차·트랙터용 유압 파워스티어링 유니트(국내점유 90%), 유압모터·각종 유압밸브",불명,"국민연금('26.5) ｜ [조사] 잡코리아 매출 추이 2018년 66.5억(2019 48.2억, 2017 74.1억). 홈페이지(sjpsu.com) 인증서 오류로 부설연구소 직접 미확인",확인요(동명 4법인) ｜ 광주 광산구 내연기관/조향장치 제조사로 매칭(동명 4법인). 최근 확인 가능 연도=2018·2019
정회원,신한전자기기,http://www.shinhanelec.co.kr,부산 사하구,부산광역시 사하구 사하로,전동기 및 발전기 제조업,29,,,"크레인 과부하방지장치, 로드셀(LOAD CELL), 중량계측(WEIGHING SYSTEM)",불명,"국민연금('26.5) ｜ [조사] 건설기계뉴스(kunginews.com), 잡코리아/캐치 검색 — 제품 확인. 비상장 소기업(국민연금 29명)으로 공개 매출액 없음. 홈페이지(shinhanelec.co.kr) 접속 불가로 부설연구소 불명","부산 사하구 구평동, CRANE LOAD WEIGHING SYSTEM 국내 선두"
정회원,오톡스,http://www.autox.co.kr,경기 고양시,경기도 고양시 일산동구 공릉천로473번길,산업용 그 외 비경화 고무제품 제조업,20,51,2024,"산업용/건설기계용 비경화 고무·폴리우레탄 부품 (1983년 창업, 30여개국 수출)",불명,"국민연금('26.5) ｜ [조사] catch.co.kr(H39997)·잡코리아 — 매출 50.9억(2024.12 기준), 사원 30명. 홈페이지 autox.co.kr 인증서 오류로 접속 불가, 부설연구소 불명","확인요(상호 짧음) ｜ 고무 부품 전문, 매출 50.9억≈51억"
정회원,썬하이드로릭스코리아,http://www.sunhydraulics.com,인천 서구,인천광역시 서구 북항로193번길,유압 기기 제조업,45,314,2025,나선형 유압 카트리지 밸브 및 매니폴드 시스템(중장비·특장차·농기계·선박용) — 美 Sun Hydraulics 100% 외투기업,불명,"국민연금('26.5) ｜ [조사] 잡코리아(sk9713)·캐치(666084) — 매출 314.8억(2025.12 기준, 전년比 +4%), 사원 70명. 홈페이지 sunhydraulics.com 접속 불가로 부설연구소 불명","인천 서구 원창동, 구 대한유압"
정회원,씨앤오에치,http://www.cnohcorp.com,,,,,60,,유압 브레이커·파쇄용 어태치먼트(데몰리션 장비) 및 건설장비·부품 수출 도매,불명,"[조사] 잡코리아(Salary/107525)·사람인 — 매출 약 60억, 사원 3명, 업종 상품종합도매·건설장비부품수출. 검색 스니펫상 'high-performance hydraulic breakers and demolition attachments since 2000'. 홈페이지 cnohcorp.co.kr 패킹(가비아) 페이지로 부설연구소 불명",국민연금 미매칭 ｜ 경기 고양시 일산동구 소재. 사원 3명 무역상사형이라 60억은 수출도매 매출로 추정(저신뢰)
정회원,씨제이테크,,충남 아산시,충청남도 아산시 음봉면 음봉로681번길,기타 반도체 소자 제조업,19,,,"반도체/디스플레이 자동화 장비 모듈기구 조립, 전장설계·판넬제작·로컬배선·하네스 제작",불명,"국민연금('26.5) ｜ [조사] 사람인·인크루트(1683021999)·잡코리아 — 충남 아산 음봉면 소재 확인(2004년 설립, 사원 19명, ISO9001·스마트공장). 비상장 소기업으로 공개 매출액 없음. 홈페이지 미기재로 부설연구소 불명",확인요(동명 3법인) ｜ 비고의 동명 3법인 중 충남 아산 음봉면 건(인천 서구·경남 고성 동명사 제외하고 매칭)
정회원,씨이제이엔코리아,http://www.cejn.kr,서울 강서구,서울특별시 강서구 마곡중앙1로,BIZ_NO미존재사업장,7,28,2016,초고압 유압용 퀵커플러(퀵-카플링) 및 공압 제품 — 스웨덴 CEJN 그룹 한국법인,불명,"국민연금('26.5) ｜ [조사] 잡코리아(cejnkorea) — 매출 28.01억(2016.12 기준), 사원 7명. 최신 매출 미공개. 홈페이지 cejn.kr 접속 불가로 부설연구소 불명","서울 강서구 마곡, CEJN Korea. 매출 데이터가 2016년으로 오래됨(저신뢰)"
정회원,프레스토라이트아시아,http://www.prestoliteasia.co.kr,경기 이천시,경기도 이천시 부발읍 황무로1965번길,전동기 및 발전기 제조업,38,145,2025,전동지게차·E-Mobility 산업차량용 구동시스템(구동모터)·차량용 제어기,유,"국민연금('26.5) ｜ [조사] 홈페이지(연구소 소개/연혁/R&D 메뉴 확인, prestoliteasia.co.kr) + 매출은 잡코리아(jobkorea.co.kr/Recruit/Co_Read/C/pal0827, 2025년 145.04억, 사원 44명)","1998년 美 Prestolite·대우종기 합작 설립, 이천 소재로 협회 회원사와 일치"
정회원,어텍,http://www.eatech.co.kr,충북 청주시,충청북도 청주시 흥덕구 오송읍 오송생명14로,산업용 로봇 제조업,10,,,"건설중장비용 무선 리모컨·제어장치, 가로등 제어장치, 전력감시 제어장치",불명,"국민연금('26.5) ｜ [조사] 홈페이지(eatech.co.kr, 자가서명 인증서로 직접접속 실패→검색요약으로 사업내용 확인) + 매출 비공개. 청주 오송 소재, 대표 김진태로 협회 회원사와 일치","확인요(상호 짧음) ｜ 국민연금 10명 소기업, 공개 매출 자료 없음. 연구소 표기 확인 불가→불명"
정회원,아이씨엠,http://www.icm-tool.com,서울 서대문구,서울특별시 서대문구 연세로,기타 인문 및 사회과학 연구개발업,19,,,미확정(홈페이지 icm-tool.com 접속불가),불명,"국민연금('26.5) ｜ [조사] 홈페이지(icm-tool.com) 접속 불가(ECONNREFUSED). 웹검색상 서대문 연세로 소재 동명사는 연세대 기술지주 바이오벤처 '아이씨엠'(유전자치료, icm-bio.com)으로 확인되나 등록 홈페이지(icm-tool.com=공구사이트)와 불일치",확인요(동명 5법인) ｜ 비고 '동명 5법인'. 業種(연구개발업)·지역(서대문 연세로)은 바이오 아이씨엠과 일치하나 협회 회원사(건설기계)·홈페이지(공구)와 모순되어 동일법인 확정 불가. 저신뢰
정회원,알 코,http://www.all-kor.com,경기 수원시,경기도 수원시 영통구 영통로501번길,안경  사진장비 및 광학용품 도매업,8,,,미확정(홈페이지 all-kor.com 접속불가),불명,국민연금('26.5) ｜ [조사] 홈페이지(all-kor.com) DNS 미해소(ENOTFOUND). 웹검색 결과(알루코·방열 알코·보일러부품 알코 등) 모두 수원 영통·광학용품 도매 업종과 불일치,"확인요(동명 2법인,상호 짧음) ｜ 비고 '동명 2법인, 상호 짧음'. 국민연금 8명 소기업, 해당 법인 특정 불가→매출 미상"
정회원,에스아이엠,http://www.koreasim.com,경기 김포시,경기도 김포시 양촌읍 고음달로191번길,그 외 자동차용 신품 부품 제조업,59,292,2024,지게차 운전석 완성품(Operator's Cell)·중장비 부품·자동차 엔진부품 (디젤엔진 후처리장치·EV 구동모터 개발),불명,"국민연금('26.5) ｜ [조사] 사람인 기업정보(saramin.co.kr, (주)에스아이엠 김포 양촌, 매출 292.26억·주요제품 확인). 김포 양촌읍 소재로 협회 회원사와 일치",확인요(동명 3법인) ｜ 비고 '동명 3법인'이나 김포 양촌·중장비부품 업종으로 정확 매칭. 매출연도는 최근 결산 기준(2024 추정)
정회원,에스앤티(S&T)커뮤니케이션,http://www.sntgroup.co.kr,,,,,,,"미확정(추정: S&T그룹 통신 계열, 무전기/통신장비)",불명,[조사] 홈페이지(sntgroup.co.kr) DNS 미해소(ENOTFOUND). 웹검색으로 독립 법인 '에스앤티커뮤니케이션' 특정 불가,"국민연금 미매칭 ｜ CSV상 지역·주소·매출 등 전 항목 공란, '국민연금 미매칭' 표기. 현존/매칭 여부 불확실, 전 항목 미상"
정회원,엘에스테크,http://www.ansimlift.com,충남 아산시,충청남도 아산시 영인면 윤보선로,산업용 냉장 및 냉동장비 제조업,31,,,안심리프트 브랜드 고소작업대·이동식 리프트(작업대) 제조,불명,"국민연금('26.5) ｜ [조사] 홈페이지 ansimlift.com(인증서 오류로 직접 확인 불가), 잡코리아/나이스비즈인포: 업종 '광물처리·취급장비/기타 제품 제조업', 국민연금 31명. catch에 매출 표기 있으나 수치 신뢰 확인 불가하여 공란. 동명 9법인 존재로 매출 특정 보류.",확인요(동명 9법인) ｜ 동명 9법인 — 아산 제조법인 기준. 매출 미확정
정회원,엠에스정밀,http://www.powertrainglobal.com,경기 남양주시,경기도 남양주시 진건읍 독정로273번길,금속 주조 및 기타 야금용 기계 제조업,16,203,2024,지게차·건설기계용 유압식 트랜스미션(T/M)·드라이브액슬(D/A)·스티어링액슬 등 파워트레인 부품,불명,"국민연금('26.5) ｜ [조사] 사람인 기업정보(매출 203억 5,139만원), 잡코리아 회사소개(지게차 파워트레인, 산자부 국책과제·특허 보유). 홈페이지 powertrainglobal.com은 인증서 불일치로 직접 확인 불가 → 부설연구소 명시 미확인.","확인요(동명 2법인) ｜ 남양주 진건읍, 동명 2법인 중 주조·파워트레인 법인 매칭"
